Africa/Conakry, 0, 0, false, Greenwich Mean Time
Africa/Dakar, 0, 0, false, Greenwich Mean Time
Africa/El_Aaiun, 0, 0, false, Western European Time
Africa/Freetown, 0, 0, false, Greenwich Mean Time
Africa/Lome, 0, 0, false, Greenwich Mean Time
Africa/Monrovia, 0, 0, false, Greenwich Mean Time
Africa/Nouakchott, 0, 0, false, Greenwich Mean Time
Africa/Ouagadougou, 0, 0, false, Greenwich Mean Time
Africa/Sao_Tome, 0, 0, false, Greenwich Mean Time
Africa/Timbuktu, 0, 0, false, Greenwich Mean Time
America/Danmarkshavn, 0, 0, false, Greenwich Mean Time
Atlantic/Canary, 0, 3600000, true, Western European Time
Atlantic/Faeroe, 0, 3600000, true, Western European Time
Atlantic/Faroe, 0, 3600000, true, Western European Time
Atlantic/Madeira, 0, 3600000, true, Western European Time
Atlantic/Reykjavik, 0, 0, false, Greenwich Mean Time
Atlantic/St_Helena, 0, 0, false, Greenwich Mean Time
Eire, 0, 3600000, true, Greenwich Mean Time
Etc/GMT, 0, 0, false, GMT+00:00
Etc/GMT+0, 0, 0, false, GMT+00:00
Etc/GMT-0, 0, 0, false, GMT+00:00
Etc/GMT0, 0, 0, false, GMT+00:00
Etc/Greenwich, 0, 0, false, Greenwich Mean Time
Etc/UCT, 0, 0, false, Coordinated Universal Time
Etc/UTC, 0, 0, false, Coordinated Universal Time
Etc/Universal, 0, 0, false, Coordinated Universal Time
Etc/Zulu, 0, 0, false, Coordinated Universal Time
Europe/Belfast, 0, 3600000, true, Greenwich Mean Time
Europe/Dublin, 0, 3600000, true, Greenwich Mean Time
Europe/Guernsey, 0, 3600000, true, Greenwich Mean Time
Europe/Isle_of_Man, 0, 3600000, true, Greenwich Mean Time
Europe/Jersey, 0, 3600000, true, Greenwich Mean Time
Europe/Lisbon, 0, 3600000, true, Western European Time
Europe/London, 0, 3600000, true, Greenwich Mean Time
GB, 0, 3600000, true, Greenwich Mean Time
GB-Eire, 0, 3600000, true, Greenwich Mean Time
GMT, 0, 0, false, Greenwich Mean Time
GMT0, 0, 0, false, GMT+00:00
Greenwich, 0, 0, false, Greenwich Mean Time
Iceland, 0, 0, false, Greenwich Mean Time
Portugal, 0, 3600000, true, Western European Time
UCT, 0, 0, false, Coordinated Universal Time
UTC, 0, 0, false, Coordinated Universal Time
Universal, 0, 0, false, Coordinated Universal Time
WET, 0, 3600000, true, Western European Time
Zulu, 0, 0, false, Coordinated Universal Time
Africa/Algiers, 3600000, 0, false, Central European Time
Africa/Bangui, 3600000, 0, false, Western African Time
Africa/Brazzaville, 3600000, 0, false, Western African Time
Africa/Ceuta, 3600000, 3600000, true, Central European Time
Africa/Douala, 3600000, 0, false, Western African Time
Africa/Kinshasa, 3600000, 0, false, Western African Time
Africa/Lagos, 3600000, 0, false, Western African Time
Africa/Libreville, 3600000, 0, false, Western African Time
Africa/Luanda, 3600000, 0, false, Western African Time
Africa/Malabo, 3600000, 0, false, Western African Time
Africa/Ndjamena, 3600000, 0, false, Western African Time
Africa/Niamey, 3600000, 0, false, Western African Time
Africa/Porto-Novo, 3600000, 0, false, Western African Time
Africa/Tunis, 3600000, 0, false, Central European Time
Africa/Windhoek, 3600000, 3600000, true, Western African Time
Arctic/Longyearbyen, 3600000, 3600000, true, Central European Time
Atlantic/Jan_Mayen, 3600000, 3600000, true, Central European Time
CET, 3600000, 3600000, true, Central European Time
ECT, 3600000, 3600000, true, Central European Time
Etc/GMT-1, 3600000, 0, false, GMT+01:00
Europe/Amsterdam, 3600000, 3600000, true, Central European Time
Europe/Andorra, 3600000, 3600000, true, Central European Time
Europe/Belgrade, 3600000, 3600000, true, Central European Time
Europe/Berlin, 3600000, 3600000, true, Central European Time
Europe/Bratislava, 3600000, 3600000, true, Central European Time
Europe/Brussels, 3600000, 3600000, true, Central European Time
Europe/Budapest, 3600000, 3600000, true, Central European Time
Europe/Copenhagen, 3600000, 3600000, true, Central European Time
Europe/Gibraltar, 3600000, 3600000, true, Central European Time
Europe/Ljubljana, 3600000, 3600000, true, Central European Time
Europe/Luxembourg, 3600000, 3600000, true, Central European Time
Europe/Madrid, 3600000, 3600000, true, Central European Time
Europe/Malta, 3600000, 3600000, true, Central European Time
Europe/Monaco, 3600000, 3600000, true, Central European Time
Europe/Oslo, 3600000, 3600000, true, Central European Time
Europe/Paris, 3600000, 3600000, true, Central European Time
Europe/Podgorica, 3600000, 3600000, true, Central European Time
Europe/Prague, 3600000, 3600000, true, Central European Time
Europe/Rome, 3600000, 3600000, true, Central European Time
Europe/San_Marino, 3600000, 3600000, true, Central European Time
Europe/Sarajevo, 3600000, 3600000, true, Central European Time
Europe/Skopje, 3600000, 3600000, true, Central European Time
Europe/Stockholm, 3600000, 3600000, true, Central European Time
Europe/Tirane, 3600000, 3600000, true, Central European Time
Europe/Vaduz, 3600000, 3600000, true, Central European Time
Europe/Vatican, 3600000, 3600000, true, Central European Time
Europe/Vienna, 3600000, 3600000, true, Central European Time
Europe/Warsaw, 3600000, 3600000, true, Central European Time
Europe/Zagreb, 3600000, 3600000, true, Central European Time
Europe/Zurich, 3600000, 3600000, true, Central European Time
MET, 3600000, 3600000, true, Middle Europe Time
Poland, 3600000, 3600000, true, Central European Time
ART, 7200000, 0, false, Eastern European Time
Africa/Blantyre, 7200000, 0, false, Central African Time
Africa/Bujumbura, 7200000, 0, false, Central African Time
Africa/Cairo, 7200000, 0, false, Eastern European Time
Africa/Gaborone, 7200000, 0, false, Central African Time
Africa/Harare, 7200000, 0, false, Central African Time
Africa/Johannesburg, 7200000, 0, false, South Africa Standard Time
Africa/Kigali, 7200000, 0, false, Central African Time
Africa/Lubumbashi, 7200000, 0, false, Central African Time
Africa/Lusaka, 7200000, 0, false, Central African Time
Africa/Maputo, 7200000, 0, false, Central African Time
Africa/Maseru, 7200000, 0, false, South Africa Standard Time
Africa/Mbabane, 7200000, 0, false, South Africa Standard Time
Africa/Tripoli, 7200000, 0, false, Eastern European Time
Asia/Amman, 7200000, 3600000, true, Eastern European Time
Asia/Beirut, 7200000, 3600000, true, Eastern European Time
Asia/Damascus, 7200000, 3600000, true, Eastern European Time
Asia/Gaza, 7200000, 0, false, Eastern European Time
Asia/Hebron, 7200000, 0, false, Eastern European Time
Asia/Istanbul, 7200000, 3600000, true, Eastern European Time
Asia/Jerusalem, 7200000, 3600000, true, Israel Standard Time
